order_id,order_timestamp,sku_id,quantity,tote_id,side_id,section
500336,2025-09-08 17:16:05,100126,2,A017-AG-042,A017,A017-AG
500336,2025-09-08 17:16:05,100025,5,A005-AE-053,A005,A005-AE
500336,2025-09-08 17:16:05,100004,3,A010-AF-011,A010,A010-AF
500337,2025-09-08 17:32:05,100003,1,A008-AI-022,A008,A008-AI
500337,2025-09-08 17:32:05,102533,5,A014-AG-002,A014,A014-AG
500337,2025-09-08 17:32:05,100036,1,A017-AH-043,A017,A017-AH
500337,2025-09-08 17:32:05,102381,4,A020-AF-012,A020,A020-AF
500338,2025-09-08 17:42:05,100029,1,A007-AE-033,A007,A007-AE
500338,2025-09-08 17:42:05,103264,3,A015-AI-022,A015,A015-AI
500338,2025-09-08 17:42:05,100002,3,A017-AJ-033,A017,A017-AJ
500338,2025-09-08 17:42:05,100137,1,A004-AD-013,A004,A004-AD
500339,2025-09-08 18:21:05,100116,4,A004-AJ-003,A004,A004-AJ
500340,2025-09-08 18:31:05,100000,4,A007-AH-042,A007,A007-AH
500340,2025-09-08 18:31:05,100316,1,A019-AF-003,A019,A019-AF
500340,2025-09-08 18:31:05,100023,2,A007-AH-043,A007,A007-AH
500340,2025-09-08 18:31:05,100003,1,A008-AI-022,A008,A008-AI
500340,2025-09-08 18:31:05,100172,2,A005-AE-013,A005,A005-AE
500341,2025-09-08 18:52:05,100008,4,A011-AH-022,A011,A011-AH
500341,2025-09-08 18:52:05,100062,1,A014-AF-052,A014,A014-AF
500341,2025-09-08 18:52:05,100000,3,A007-AH-042,A007,A007-AH
500342,2025-09-08 19:01:05,100097,2,A005-AA-011,A005,A005-AA
500342,2025-09-08 19:01:05,100000,7,A007-AH-042,A007,A007-AH
500342,2025-09-08 19:01:05,100062,4,A014-AF-052,A014,A014-AF
500342,2025-09-08 19:01:05,101256,2,A011-AE-051,A011,A011-AE
500342,2025-09-08 19:01:05,100287,2,A009-AA-022,A009,A009-AA
500343,2025-09-08 19:04:05,100000,1,A007-AH-042,A007,A007-AH
500343,2025-09-08 19:04:05,100000,2,A007-AH-042,A007,A007-AH
500343,2025-09-08 19:04:05,100061,1,A008-AB-012,A008,A008-AB
500344,2025-09-08 19:19:05,100243,1,A017-AJ-012,A017,A017-AJ
500345,2025-09-08 19:23:05,103423,5,A001-AC-033,A001,A001-AC
500345,2025-09-08 19:23:05,100021,1,A006-AJ-041,A006,A006-AJ
500345,2025-09-08 19:23:05,101896,3,A001-AE-013,A001,A001-AE
500346,2025-09-08 19:24:05,100122,2,A003-AB-003,A003,A003-AB
500347,2025-09-08 19:38:05,100002,2,A017-AJ-033,A017,A017-AJ
500347,2025-09-08 19:38:05,100468,4,A001-AH-051,A001,A001-AH
500347,2025-09-08 19:38:05,100854,3,A003-AE-003,A003,A003-AE
500348,2025-09-08 20:19:05,100448,4,A010-AC-013,A010,A010-AC
500348,2025-09-08 20:19:05,100043,4,A019-AB-053,A019,A019-AB
500349,2025-09-08 20:34:05,100136,1,A013-AF-001,A013,A013-AF
500350,2025-09-08 20:42:05,100981,1,A019-AI-022,A019,A019-AI
500350,2025-09-08 20:42:05,100000,7,A007-AH-042,A007,A007-AH
500350,2025-09-08 20:42:05,100006,3,A012-AE-001,A012,A012-AE
500350,2025-09-08 20:42:05,100016,1,A019-AH-022,A019,A019-AH
500350,2025-09-08 20:42:05,100326,2,A015-AI-002,A015,A015-AI
500350,2025-09-08 20:42:05,100011,5,A002-AE-013,A002,A002-AE
500351,2025-09-08 21:08:05,100103,1,A015-AC-023,A015,A015-AC
500351,2025-09-08 21:08:05,100009,3,A001-AB-003,A001,A001-AB
500351,2025-09-08 21:08:05,100001,1,A020-AB-053,A020,A020-AB
500351,2025-09-08 21:08:05,100000,2,A007-AH-042,A007,A007-AH
500351,2025-09-08 21:08:05,100000,1,A007-AH-042,A007,A007-AH
500352,2025-09-08 21:17:05,100001,2,A020-AB-053,A020,A020-AB
500352,2025-09-08 21:17:05,100547,1,A012-AA-043,A012,A012-AA
500352,2025-09-08 21:17:05,100004,3,A010-AF-011,A010,A010-AF
500352,2025-09-08 21:17:05,100021,2,A006-AJ-041,A006,A006-AJ
500352,2025-09-08 21:17:05,100002,1,A017-AJ-033,A017,A017-AJ
500353,2025-09-08 21:42:05,101629,1,A004-AE-012,A004,A004-AE
500353,2025-09-08 21:42:05,100013,2,A005-AA-023,A005,A005-AA
500353,2025-09-08 21:42:05,100047,1,A003-AJ-021,A003,A003-AJ
500353,2025-09-08 21:42:05,100052,1,A016-AB-023,A016,A016-AB
500354,2025-09-08 22:09:05,100000,2,A007-AH-042,A007,A007-AH
500354,2025-09-08 22:09:05,100085,2,A018-AI-011,A018,A018-AI
500354,2025-09-08 22:09:05,100044,2,A009-AG-011,A009,A009-AG
500355,2025-09-08 22:13:05,100000,3,A007-AH-042,A007,A007-AH
500355,2025-09-08 22:13:05,100000,1,A007-AH-042,A007,A007-AH
500355,2025-09-08 22:13:05,100052,1,A016-AB-023,A016,A016-AB
500356,2025-09-08 22:21:05,100007,1,A011-AF-013,A011,A011-AF
500357,2025-09-08 22:40:05,100004,2,A010-AF-011,A010,A010-AF
500357,2025-09-08 22:40:05,100003,2,A008-AI-022,A008,A008-AI
500357,2025-09-08 22:40:05,100000,1,A007-AH-042,A007,A007-AH
500357,2025-09-08 22:40:05,100012,1,A017-AF-013,A017,A017-AF
500357,2025-09-08 22:40:05,100005,3,A008-AB-013,A008,A008-AB
500358,2025-09-08 22:40:05,100001,1,A020-AB-053,A020,A020-AB
500358,2025-09-08 22:40:05,100005,1,A008-AB-013,A008,A008-AB
500358,2025-09-08 22:40:05,101957,3,A012-AI-021,A012,A012-AI
500358,2025-09-08 22:40:05,100001,1,A020-AB-053,A020,A020-AB
500358,2025-09-08 22:40:05,100000,2,A007-AH-042,A007,A007-AH
500359,2025-09-08 22:48:05,100112,1,A014-AD-043,A014,A014-AD
500359,2025-09-08 22:48:05,100006,2,A012-AE-001,A012,A012-AE
500359,2025-09-08 22:48:05,100085,1,A018-AI-011,A018,A018-AI
500359,2025-09-08 22:48:05,101562,3,A011-AG-041,A011,A011-AG
500360,2025-09-08 23:09:05,100000,2,A007-AH-042,A007,A007-AH
500360,2025-09-08 23:09:05,101372,3,A006-AI-051,A006,A006-AI
500360,2025-09-08 23:09:05,100002,1,A017-AJ-033,A017,A017-AJ
500360,2025-09-08 23:09:05,101342,2,A011-AF-053,A011,A011-AF
500360,2025-09-08 23:09:05,100201,5,A009-AG-001,A009,A009-AG
500361,2025-09-08 23:33:05,100510,1,A012-AF-042,A012,A012-AF
500361,2025-09-08 23:33:05,103354,1,A010-AG-013,A010,A010-AG
500361,2025-09-08 23:33:05,100001,1,A020-AB-053,A020,A020-AB
500362,2025-09-09 00:00:05,103449,1,A014-AC-043,A014,A014-AC
500362,2025-09-09 00:00:05,100308,1,A015-AE-011,A015,A015-AE
500363,2025-09-09 00:00:05,100079,2,A016-AG-043,A016,A016-AG
500363,2025-09-09 00:00:05,100001,2,A020-AB-053,A020,A020-AB
500363,2025-09-09 00:00:05,101063,4,A001-AB-001,A001,A001-AB
500363,2025-09-09 00:00:05,100002,3,A017-AJ-033,A017,A017-AJ
500363,2025-09-09 00:00:05,100004,1,A010-AF-011,A010,A010-AF
500363,2025-09-09 00:00:05,100038,1,A020-AB-021,A020,A020-AB
500364,2025-09-09 00:07:05,100002,2,A017-AJ-033,A017,A017-AJ
500364,2025-09-09 00:07:05,100031,3,A006-AA-053,A006,A006-AA
500365,2025-09-09 00:58:05,100023,2,A007-AH-043,A007,A007-AH
500365,2025-09-09 00:58:05,100005,1,A008-AB-013,A008,A008-AB
500365,2025-09-09 00:58:05,100050,2,A015-AA-021,A015,A015-AA
500366,2025-09-09 01:05:05,100000,1,A007-AH-042,A007,A007-AH
500366,2025-09-09 01:05:05,100001,1,A020-AB-053,A020,A020-AB
500367,2025-09-09 01:14:05,100004,3,A010-AF-011,A010,A010-AF
500367,2025-09-09 01:14:05,100021,1,A006-AJ-041,A006,A006-AJ
500367,2025-09-09 01:14:05,100009,4,A001-AB-003,A001,A001-AB
500368,2025-09-09 02:19:05,100031,4,A006-AA-053,A006,A006-AA
500368,2025-09-09 02:19:05,100020,3,A005-AA-042,A005,A005-AA
500368,2025-09-09 02:19:05,100011,1,A002-AE-013,A002,A002-AE
500368,2025-09-09 02:19:05,101481,1,A001-AI-031,A001,A001-AI
500369,2025-09-09 02:45:05,100824,3,A018-AH-052,A018,A018-AH
500369,2025-09-09 02:45:05,100010,3,A020-AH-002,A020,A020-AH
500369,2025-09-09 02:45:05,100001,1,A020-AB-053,A020,A020-AB
500370,2025-09-09 02:49:05,100025,1,A005-AE-053,A005,A005-AE
500370,2025-09-09 02:49:05,100245,2,A002-AH-051,A002,A002-AH
500370,2025-09-09 02:49:05,100001,3,A020-AB-053,A020,A020-AB
500371,2025-09-09 02:53:05,100005,1,A008-AB-013,A008,A008-AB
500371,2025-09-09 02:53:05,100023,2,A007-AH-043,A007,A007-AH
500372,2025-09-09 03:56:05,100015,2,A011-AA-023,A011,A011-AA
500372,2025-09-09 03:56:05,100002,1,A017-AJ-033,A017,A017-AJ
500372,2025-09-09 03:56:05,100000,3,A007-AH-042,A007,A007-AH
500373,2025-09-09 04:47:05,100021,2,A006-AJ-041,A006,A006-AJ
500373,2025-09-09 04:47:05,100007,2,A011-AF-013,A011,A011-AF
500373,2025-09-09 04:47:05,100004,2,A010-AF-011,A010,A010-AF
500373,2025-09-09 04:47:05,100001,3,A020-AB-053,A020,A020-AB
500373,2025-09-09 04:47:05,100053,1,A017-AB-003,A017,A017-AB
500374,2025-09-09 05:38:05,100001,1,A020-AB-053,A020,A020-AB
500375,2025-09-09 06:21:05,100047,2,A003-AJ-021,A003,A003-AJ
500376,2025-09-09 06:31:05,100024,1,A018-AJ-043,A018,A018-AJ
500377,2025-09-09 07:32:05,100226,3,A006-AE-012,A006,A006-AE
500377,2025-09-09 07:32:05,100008,1,A011-AH-022,A011,A011-AH
500377,2025-09-09 07:32:05,100002,3,A017-AJ-033,A017,A017-AJ
500377,2025-09-09 07:32:05,100001,3,A020-AB-053,A020,A020-AB
500377,2025-09-09 07:32:05,101356,1,A015-AE-041,A015,A015-AE
500378,2025-09-09 08:06:05,100373,1,A017-AD-012,A017,A017-AD
500378,2025-09-09 08:06:05,103086,2,A003-AD-022,A003,A003-AD
500378,2025-09-09 08:06:05,100009,1,A001-AB-003,A001,A001-AB
500379,2025-09-09 08:51:05,100096,1,A013-AH-003,A013,A013-AH
500379,2025-09-09 08:51:05,102164,1,A011-AI-053,A011,A011-AI
500379,2025-09-09 08:51:05,100084,5,A015-AH-031,A015,A015-AH
500379,2025-09-09 08:51:05,100048,1,A014-AD-033,A014,A014-AD
500379,2025-09-09 08:51:05,100001,1,A020-AB-053,A020,A020-AB
500379,2025-09-09 08:51:05,100001,2,A020-AB-053,A020,A020-AB
500380,2025-09-09 09:44:05,100111,2,A006-AH-012,A006,A006-AH
500380,2025-09-09 09:44:05,100000,2,A007-AH-042,A007,A007-AH
500380,2025-09-09 09:44:05,100891,1,A007-AJ-043,A007,A007-AJ
500381,2025-09-09 10:14:05,100027,1,A010-AC-043,A010,A010-AC
500381,2025-09-09 10:14:05,100009,2,A001-AB-003,A001,A001-AB
500382,2025-09-09 11:33:05,100002,1,A017-AJ-033,A017,A017-AJ
500382,2025-09-09 11:33:05,101061,4,A015-AF-011,A015,A015-AF
500382,2025-09-09 11:33:05,100341,2,A015-AG-011,A015,A015-AG
500382,2025-09-09 11:33:05,100156,1,A001-AD-042,A001,A001-AD
500383,2025-09-09 12:09:05,100909,1,A018-AH-013,A018,A018-AH
500384,2025-09-09 12:26:05,100059,5,A005-AJ-011,A005,A005-AJ
500384,2025-09-09 12:26:05,100000,2,A007-AH-042,A007,A007-AH
500385,2025-09-09 12:36:05,100110,1,A009-AJ-003,A009,A009-AJ
500385,2025-09-09 12:36:05,100032,2,A001-AJ-041,A001,A001-AJ
500386,2025-09-09 13:54:05,100000,1,A007-AH-042,A007,A007-AH
500386,2025-09-09 13:54:05,100031,4,A006-AA-053,A006,A006-AA
500387,2025-09-09 13:54:05,100690,1,A015-AH-013,A015,A015-AH
500387,2025-09-09 13:54:05,100000,1,A007-AH-042,A007,A007-AH
500388,2025-09-09 13:56:05,100446,2,A016-AB-033,A016,A016-AB
500389,2025-09-09 14:17:05,100274,4,A012-AD-002,A012,A012-AD
500390,2025-09-09 14:17:05,100276,1,A002-AB-002,A002,A002-AB
500390,2025-09-09 14:17:05,101477,1,A016-AC-043,A016,A016-AC
500391,2025-09-09 15:02:05,100611,5,A013-AB-041,A013,A013-AB
500391,2025-09-09 15:02:05,100034,3,A013-AH-001,A013,A013-AH
500391,2025-09-09 15:02:05,100269,1,A016-AC-001,A016,A016-AC
500391,2025-09-09 15:02:05,100000,3,A007-AH-042,A007,A007-AH
500392,2025-09-09 16:48:05,100004,3,A010-AF-011,A010,A010-AF
500393,2025-09-09 17:23:05,100007,1,A011-AF-013,A011,A011-AF
500393,2025-09-09 17:23:05,101675,2,A016-AI-032,A016,A016-AI
500394,2025-09-09 18:06:05,100518,4,A020-AF-011,A020,A020-AF
500395,2025-09-09 18:38:05,100327,1,A011-AB-002,A011,A011-AB
500395,2025-09-09 18:38:05,100049,3,A008-AF-023,A008,A008-AF
500395,2025-09-09 18:38:05,103350,2,A017-AG-002,A017,A017-AG
500396,2025-09-09 19:36:05,100000,2,A007-AH-042,A007,A007-AH
500396,2025-09-09 19:36:05,101131,1,A020-AC-003,A020,A020-AC
500396,2025-09-09 19:36:05,100003,1,A008-AI-022,A008,A008-AI
500397,2025-09-09 20:18:05,100006,4,A012-AE-001,A012,A012-AE
500397,2025-09-09 20:18:05,100045,1,A015-AB-022,A015,A015-AB
500397,2025-09-09 20:18:05,100000,1,A007-AH-042,A007,A007-AH
500397,2025-09-09 20:18:05,101143,1,A010-AH-012,A010,A010-AH
500397,2025-09-09 20:18:05,100068,1,A009-AF-042,A009,A009-AF
500398,2025-09-09 20:20:05,100067,1,A002-AJ-001,A002,A002-AJ
500398,2025-09-09 20:20:05,100016,3,A019-AH-022,A019,A019-AH
500398,2025-09-09 20:20:05,100012,5,A017-AF-013,A017,A017-AF
500398,2025-09-09 20:20:05,100798,2,A017-AJ-011,A017,A017-AJ
500399,2025-09-09 20:34:05,100003,2,A008-AI-022,A008,A008-AI
500399,2025-09-09 20:34:05,101121,1,A015-AF-001,A015,A015-AF
500400,2025-09-09 20:43:05,100013,2,A005-AA-023,A005,A005-AA
500401,2025-09-09 20:49:05,100043,3,A019-AB-053,A019,A019-AB
500402,2025-09-09 21:15:05,100000,1,A007-AH-042,A007,A007-AH
500402,2025-09-09 21:15:05,100003,1,A008-AI-022,A008,A008-AI
500402,2025-09-09 21:15:05,100483,3,A009-AB-043,A009,A009-AB
500402,2025-09-09 21:15:05,101057,1,A008-AH-041,A008,A008-AH
500402,2025-09-09 21:15:05,100090,2,A019-AA-051,A019,A019-AA
500402,2025-09-09 21:15:05,100002,1,A017-AJ-033,A017,A017-AJ
500403,2025-09-09 21:39:05,100004,1,A010-AF-011,A010,A010-AF
500403,2025-09-09 21:39:05,101101,4,A004-AA-052,A004,A004-AA
500403,2025-09-09 21:39:05,101511,3,A005-AI-013,A005,A005-AI
500404,2025-09-09 21:46:05,100000,2,A007-AH-042,A007,A007-AH
500405,2025-09-09 23:01:05,100040,1,A014-AG-012,A014,A014-AG
500406,2025-09-09 23:49:05,100002,2,A017-AJ-033,A017,A017-AJ
500406,2025-09-09 23:49:05,100000,1,A007-AH-042,A007,A007-AH
500407,2025-09-09 23:58:05,103484,3,A016-AF-043,A016,A016-AF
500408,2025-09-10 00:03:05,100003,2,A008-AI-022,A008,A008-AI
500408,2025-09-10 00:03:05,100024,1,A018-AJ-043,A018,A018-AJ
500408,2025-09-10 00:03:05,100015,2,A011-AA-023,A011,A011-AA
500408,2025-09-10 00:03:05,100001,3,A020-AB-053,A020,A020-AB
500409,2025-09-10 00:19:05,100000,3,A007-AH-042,A007,A007-AH
500409,2025-09-10 00:19:05,100061,1,A008-AB-012,A008,A008-AB
500409,2025-09-10 00:19:05,101008,2,A009-AA-053,A009,A009-AA
500410,2025-09-10 00:42:05,100005,3,A008-AB-013,A008,A008-AB
500410,2025-09-10 00:42:05,100008,1,A011-AH-022,A011,A011-AH
500410,2025-09-10 00:42:05,100002,1,A017-AJ-033,A017,A017-AJ
500411,2025-09-10 02:50:05,100260,1,A018-AI-003,A018,A018-AI
500411,2025-09-10 02:50:05,100002,3,A017-AJ-033,A017,A017-AJ
500412,2025-09-10 03:21:05,100053,2,A017-AB-003,A017,A017-AB
500412,2025-09-10 03:21:05,100000,3,A007-AH-042,A007,A007-AH
500413,2025-09-10 03:38:05,100001,6,A020-AB-053,A020,A020-AB
500413,2025-09-10 03:38:05,100002,3,A017-AJ-033,A017,A017-AJ
500413,2025-09-10 03:38:05,101865,5,A013-AG-032,A013,A013-AG
500414,2025-09-10 04:11:05,100010,3,A020-AH-002,A020,A020-AH
500414,2025-09-10 04:11:05,100006,1,A012-AE-001,A012,A012-AE
500414,2025-09-10 04:11:05,100310,1,A012-AH-023,A012,A012-AH
500414,2025-09-10 04:11:05,100001,2,A020-AB-053,A020,A020-AB
500415,2025-09-10 05:31:05,100633,5,A012-AG-001,A012,A012-AG
500415,2025-09-10 05:31:05,100000,2,A007-AH-042,A007,A007-AH
500416,2025-09-10 05:47:05,100025,5,A005-AE-053,A005,A005-AE
500416,2025-09-10 05:47:05,100957,2,A015-AA-012,A015,A015-AA
500416,2025-09-10 05:47:05,100000,1,A007-AH-042,A007,A007-AH
500417,2025-09-10 06:13:05,100031,3,A006-AA-053,A006,A006-AA
500417,2025-09-10 06:13:05,100649,3,A005-AC-001,A005,A005-AC
500417,2025-09-10 06:13:05,100000,2,A007-AH-042,A007,A007-AH
500417,2025-09-10 06:13:05,100074,5,A019-AC-003,A019,A019-AC
500418,2025-09-10 10:46:05,100026,3,A010-AH-021,A010,A010-AH
500419,2025-09-10 11:11:05,100054,1,A010-AF-013,A010,A010-AF
500419,2025-09-10 11:11:05,100017,4,A003-AE-042,A003,A003-AE
500419,2025-09-10 11:11:05,100593,3,A008-AI-032,A008,A008-AI
500420,2025-09-10 11:20:05,100002,7,A017-AJ-033,A017,A017-AJ
500420,2025-09-10 11:20:05,100353,2,A015-AG-001,A015,A015-AG
500421,2025-09-10 11:30:05,100002,1,A017-AJ-033,A017,A017-AJ
500421,2025-09-10 11:30:05,102075,1,A008-AH-032,A008,A008-AH
500421,2025-09-10 11:30:05,100000,1,A007-AH-042,A007,A007-AH
500421,2025-09-10 11:30:05,100007,1,A011-AF-013,A011,A011-AF
500422,2025-09-10 11:40:05,100308,1,A015-AE-011,A015,A015-AE
500423,2025-09-10 11:50:05,100036,3,A017-AH-043,A017,A017-AH
500423,2025-09-10 11:50:05,100001,1,A020-AB-053,A020,A020-AB
500423,2025-09-10 11:50:05,100000,2,A007-AH-042,A007,A007-AH
500424,2025-09-10 12:03:05,100258,1,A013-AH-012,A013,A013-AH
500425,2025-09-10 12:32:05,100000,1,A007-AH-042,A007,A007-AH
500426,2025-09-10 12:54:05,100209,1,A014-AE-031,A014,A014-AE
500426,2025-09-10 12:54:05,100001,2,A020-AB-053,A020,A020-AB
500426,2025-09-10 12:54:05,100165,4,A020-AC-023,A020,A020-AC
500426,2025-09-10 12:54:05,101099,1,A015-AG-032,A015,A015-AG
500427,2025-09-10 12:59:05,100652,3,A006-AJ-003,A006,A006-AJ
500427,2025-09-10 12:59:05,100000,1,A007-AH-042,A007,A007-AH
500427,2025-09-10 12:59:05,100000,2,A007-AH-042,A007,A007-AH
500428,2025-09-10 14:23:05,100000,2,A007-AH-042,A007,A007-AH
500428,2025-09-10 14:23:05,100001,3,A020-AB-053,A020,A020-AB
500428,2025-09-10 14:23:05,101989,1,A014-AG-011,A014,A014-AG
500428,2025-09-10 14:23:05,100257,1,A005-AE-021,A005,A005-AE
500428,2025-09-10 14:23:05,100000,2,A007-AH-042,A007,A007-AH
500429,2025-09-10 14:32:05,100007,1,A011-AF-013,A011,A011-AF
500429,2025-09-10 14:32:05,100262,4,A012-AG-052,A012,A012-AG
500429,2025-09-10 14:32:05,100092,5,A007-AB-021,A007,A007-AB
500430,2025-09-10 15:29:05,100188,3,A001-AI-001,A001,A001-AI
500430,2025-09-10 15:29:05,100014,3,A003-AA-053,A003,A003-AA
500430,2025-09-10 15:29:05,100051,1,A001-AB-002,A001,A001-AB
500431,2025-09-10 15:47:05,100037,2,A007-AE-043,A007,A007-AE
500431,2025-09-10 15:47:05,100945,2,A008-AD-001,A008,A008-AD
500431,2025-09-10 15:47:05,100001,1,A020-AB-053,A020,A020-AB
500431,2025-09-10 15:47:05,102472,2,A018-AG-052,A018,A018-AG
500432,2025-09-10 16:11:05,100000,1,A007-AH-042,A007,A007-AH
500432,2025-09-10 16:11:05,100028,4,A014-AI-003,A014,A014-AI
500433,2025-09-10 16:23:05,100632,1,A004-AG-003,A004,A004-AG
500434,2025-09-10 16:23:05,100002,2,A017-AJ-033,A017,A017-AJ
500435,2025-09-10 16:55:05,100002,2,A017-AJ-033,A017,A017-AJ
500436,2025-09-10 16:55:05,100106,1,A019-AB-002,A019,A019-AB
500436,2025-09-10 16:55:05,100225,1,A020-AI-041,A020,A020-AI
500437,2025-09-10 17:19:05,100053,3,A017-AB-003,A017,A017-AB
500437,2025-09-10 17:19:05,100675,2,A005-AH-021,A005,A005-AH
500437,2025-09-10 17:19:05,100158,1,A003-AA-013,A003,A003-AA
500437,2025-09-10 17:19:05,100104,1,A010-AA-033,A010,A010-AA
500437,2025-09-10 17:19:05,100005,3,A008-AB-013,A008,A008-AB
500438,2025-09-10 18:23:05,100000,3,A007-AH-042,A007,A007-AH
500438,2025-09-10 18:23:05,100852,1,A010-AJ-051,A010,A010-AJ
500438,2025-09-10 18:23:05,101018,1,A013-AC-012,A013,A013-AC
500438,2025-09-10 18:23:05,100082,2,A004-AH-003,A004,A004-AH
500439,2025-09-10 18:47:05,100069,3,A016-AG-051,A016,A016-AG
500439,2025-09-10 18:47:05,101060,4,A011-AE-002,A011,A011-AE
500439,2025-09-10 18:47:05,100146,4,A007-AD-003,A007,A007-AD
500439,2025-09-10 18:47:05,100017,1,A003-AE-042,A003,A003-AE
500439,2025-09-10 18:47:05,100098,1,A011-AC-041,A011,A011-AC
500440,2025-09-10 19:02:05,100005,3,A008-AB-013,A008,A008-AB
500440,2025-09-10 19:02:05,100001,3,A020-AB-053,A020,A020-AB
500440,2025-09-10 19:02:05,100000,1,A007-AH-042,A007,A007-AH
500440,2025-09-10 19:02:05,100340,6,A013-AH-002,A013,A013-AH
500440,2025-09-10 19:02:05,100005,1,A008-AB-013,A008,A008-AB
500440,2025-09-10 19:02:05,103078,3,A004-AG-053,A004,A004-AG
500441,2025-09-10 19:25:05,100032,1,A001-AJ-041,A001,A001-AJ
500441,2025-09-10 19:25:05,100033,1,A014-AG-023,A014,A014-AG
500442,2025-09-10 19:37:05,100001,5,A020-AB-053,A020,A020-AB
500443,2025-09-10 19:47:05,100003,1,A008-AI-022,A008,A008-AI
500443,2025-09-10 19:47:05,100003,1,A008-AI-022,A008,A008-AI
500443,2025-09-10 19:47:05,100008,2,A011-AH-022,A011,A011-AH
500444,2025-09-10 20:36:05,100017,1,A003-AE-042,A003,A003-AE
500444,2025-09-10 20:36:05,100373,2,A017-AD-012,A017,A017-AD
500444,2025-09-10 20:36:05,100016,3,A019-AH-022,A019,A019-AH
500444,2025-09-10 20:36:05,100000,1,A007-AH-042,A007,A007-AH
500444,2025-09-10 20:36:05,100001,2,A020-AB-053,A020,A020-AB
500445,2025-09-10 21:09:05,100046,3,A017-AF-003,A017,A017-AF
500445,2025-09-10 21:09:05,100402,4,A009-AJ-002,A009,A009-AJ
500446,2025-09-10 21:40:05,100000,3,A007-AH-042,A007,A007-AH
500446,2025-09-10 21:40:05,100026,2,A010-AH-021,A010,A010-AH
500446,2025-09-10 21:40:05,100000,2,A007-AH-042,A007,A007-AH
500447,2025-09-10 21:51:05,100003,2,A008-AI-022,A008,A008-AI
500448,2025-09-10 21:57:05,100189,2,A015-AB-041,A015,A015-AB
500448,2025-09-10 21:57:05,100048,1,A014-AD-033,A014,A014-AD
500449,2025-09-10 23:02:05,100817,3,A018-AJ-023,A018,A018-AJ
500449,2025-09-10 23:02:05,100001,1,A020-AB-053,A020,A020-AB
500450,2025-09-11 00:32:05,100189,1,A015-AB-041,A015,A015-AB
500450,2025-09-11 00:32:05,100000,3,A007-AH-042,A007,A007-AH
500451,2025-09-11 00:51:05,100056,2,A002-AD-012,A002,A002-AD
500451,2025-09-11 00:51:05,100001,1,A020-AB-053,A020,A020-AB
500451,2025-09-11 00:51:05,100562,1,A008-AI-013,A008,A008-AI
500451,2025-09-11 00:51:05,100010,2,A020-AH-002,A020,A020-AH
500451,2025-09-11 00:51:05,100000,2,A007-AH-042,A007,A007-AH
500452,2025-09-11 01:38:05,100000,1,A007-AH-042,A007,A007-AH
500453,2025-09-11 01:41:05,100004,1,A010-AF-011,A010,A010-AF
500453,2025-09-11 01:41:05,100201,1,A009-AG-001,A009,A009-AG
500453,2025-09-11 01:41:05,100881,3,A014-AB-032,A014,A014-AB
500453,2025-09-11 01:41:05,100003,3,A008-AI-022,A008,A008-AI
500453,2025-09-11 01:41:05,100008,1,A011-AH-022,A011,A011-AH
500453,2025-09-11 01:41:05,100002,2,A017-AJ-033,A017,A017-AJ
500454,2025-09-11 01:44:05,100035,3,A013-AE-051,A013,A013-AE
500455,2025-09-11 01:47:05,100582,3,A018-AB-052,A018,A018-AB
500455,2025-09-11 01:47:05,100000,1,A007-AH-042,A007,A007-AH
500455,2025-09-11 01:47:05,100098,2,A011-AC-041,A011,A011-AC
500455,2025-09-11 01:47:05,100010,2,A020-AH-002,A020,A020-AH
500455,2025-09-11 01:47:05,100386,1,A020-AJ-023,A020,A020-AJ
500456,2025-09-11 01:49:05,102131,1,A012-AI-031,A012,A012-AI
500456,2025-09-11 01:49:05,100042,1,A010-AC-002,A010,A010-AC
500456,2025-09-11 01:49:05,100069,1,A016-AG-051,A016,A016-AG
500457,2025-09-11 01:56:05,100000,1,A007-AH-042,A007,A007-AH
500457,2025-09-11 01:56:05,101896,4,A001-AE-013,A001,A001-AE
500457,2025-09-11 01:56:05,100000,2,A007-AH-042,A007,A007-AH
500457,2025-09-11 01:56:05,100023,2,A007-AH-043,A007,A007-AH
500458,2025-09-11 02:07:05,100066,2,A007-AB-051,A007,A007-AB
500459,2025-09-11 02:19:05,100011,1,A002-AE-013,A002,A002-AE
500459,2025-09-11 02:19:05,100776,2,A009-AB-003,A009,A009-AB
500459,2025-09-11 02:19:05,100100,1,A010-AE-053,A010,A010-AE
500460,2025-09-11 02:20:05,101005,4,A004-AJ-001,A004,A004-AJ
500460,2025-09-11 02:20:05,100007,7,A011-AF-013,A011,A011-AF
500460,2025-09-11 02:20:05,100001,4,A020-AB-053,A020,A020-AB
500460,2025-09-11 02:20:05,101827,6,A002-AA-042,A002,A002-AA
500460,2025-09-11 02:20:05,100000,3,A007-AH-042,A007,A007-AH
500461,2025-09-11 02:31:05,100008,1,A011-AH-022,A011,A011-AH
500462,2025-09-11 02:38:05,101054,1,A006-AD-012,A006,A006-AD
500463,2025-09-11 02:51:05,100099,1,A016-AC-023,A016,A016-AC
500463,2025-09-11 02:51:05,100003,3,A008-AI-022,A008,A008-AI
500464,2025-09-11 03:39:05,100000,2,A007-AH-042,A007,A007-AH
500465,2025-09-11 03:41:05,100039,2,A005-AF-023,A005,A005-AF
500466,2025-09-11 04:44:05,100395,3,A017-AH-013,A017,A017-AH
